,date,news,score,category
114,11月19,军工股午后崛起：航空产业链业绩提升 订单量增速有望扩大,0.9317881256667304,1
115,11月19,国常会再提促进家电消费：家电股迎政策红利 两条主线布局,0.8094208677118544,1
116,11月19,涨价题材火爆：有机硅价格创年内新高 最全概念股名单来了,0.2581464675381854,0
117,11月18,2020年11月19日涨停板早知道：七大利好有望发酵,0.5436571727435006,1
118,11月18,前三季中国拿下世界造船业半数订单 成全球重要造船中心(股),0.8283407774939829,1
119,11月18,手机摄像头出货量回暖：多摄趋势加速渗透 产业链有望持续受益,0.8902350801990154,1
120,11月17,2020年11月18日涨停板早知道：七大利好有望发酵,0.7348918635836464,1
121,11月17,能源工业云网正式发布 赋能能源产业链(附股),0.04349306928692498,0
122,11月17,10月装车辆同比翻倍：磷酸铁锂强势回归 龙头股价迭创新高(股),0.930371289096828,1
123,11月17,全球首款定制网约车来了：滴滴出行携手比亚迪 概念股站上风口,0.5208802619359836,1
124,11月16,2020年11月17日涨停板早知道：七大利好有望发酵,0.6287314215804835,1
125,11月16,有色板块多股涨停：电解铝、稀土价格有望持续修复反弹(附股),0.13000483223892967,0
126,11月16,医美板块大涨：疫情趋稳需求恢复 三条赛道布局医疗美容(股),0.6685736128614708,1
127,11月16,疫苗超低温冰柜脱销 冷链板块有望重返高光时刻？(名单),0.016453051659012785,0
128,11月16,全球最大自贸协定达成：零关税产品超90% 概念股名单来了,0.06254288609598513,0
129,11月15,2020年11月16日涨停板早知道：七大利好有望发酵,0.47870209635847927,0
130,11月13,政策暖风频吹：多地抓紧布局 关注燃料电池产业链,0.8897394585169955,1
131,11月13,车联网细分赛道迎重大风口：板块概念股名单来了,0.002756644606534797,0
132,11月13,旺季开锣：冰雪旅游预订量飙涨300倍 相关概念股全梳理,0.15875761308387681,0
133,11月12,2020年11月13日涨停板早知道：七大利好有望发酵,0.6162517001622296,1
134,11月11,顺周期概念股全面爆发 还有哪些板块可挖掘？,0.8798534315040375,1
135,11月11,2020年11月12日涨停板早知道：七大利好有望发酵,0.5335458838275162,1
136,11月11,江苏省发布区块链产业发展计划 相关应用有望提速(附股),0.022817539103342055,0
137,11月10,2020年11月11日涨停板早知道：七大利好有望发酵,0.4684682287115385,0
138,11月09,辉瑞新冠疫苗有效性超90% 这些疫苗概念股可关注(附股),0.4233982318047088,0
139,11月09,2020年11月10日涨停板早知道：七大利好有望发酵,0.5588566968108243,1
140,11月09,库存去化顺畅：下游汽车家电需求旺盛 钢市春天要来了？,0.9913031674911073,1
141,11月08,2020年11月9日涨停板早知道：七大利好有望发酵,0.525235993485318,1
142,11月06,航运行业持续高景气 机构：集装箱紧缺状态至少持续半年,0.7000147596774933,1
143,11月06,冠脉支架集采结果出炉：中标价大幅下降 相关公司股价承压(附股),0.023750306226941853,0
144,11月06,“智慧停车”朋友圈再扩容：行业已被资本瞄准 概念股一网打尽,0.9777029700556897,1
145,11月06,钢铁股逆市走高 机构建议关注特钢龙头（附股）,0.1118739330058125,0
146,11月06,广东到2035年通用机场服务将覆盖所有县 相关产业链公司受关注,0.5753789652835855,1
147,11月06,国信证券：地产估值已经处于短周期底部 推荐5股,0.056236842871104975,0
148,11月06,国信证券：冠脉支架集采中标价大降 短期利润空间受影响,0.03154250316785079,0
149,11月06,美元大跌黄金大涨：相关概念股集体躁动 机构推荐5股,0.21413760594486164,0
150,11月06,券商股走强：全面实行注册制号角吹响 把握改革红利(附股),0.9279076991151946,1
151,11月06,券商板块强势拉升：国金证券一度涨停 中金公司连续大涨,0.8821087850961685,1
152,11月06,任天堂营业利润大增超两倍 switch成为最畅销游戏机(附股),0.17814948928487884,0
153,11月06,多家车企10月销量增势明显 关注这些细分领域个股,0.43092777190170184,0
154,11月06,冠脉支架集采落地：百亿市场缩水 医疗器械板块后市如何布局？,0.6393030511166589,1
155,11月06,快手正式递交IPO招股书 “快手概念股”或受关注(名单),0.25967014351942985,0
156,11月06,2020年中国AR/VR市场规模预计将达66亿美元 关注受益股,0.40489739527466684,0
157,11月06,日卖超千辆：五菱宏光MINIEV坐稳新能源单车销量王 受益股一览,0.3671245124579021,0
158,11月06,东北证券：特斯拉与欧洲全面加速 关注新能源汽车3主线9股,0.03643303099885853,0
159,11月06,银河证券：货运物流旺季带来产业链投资机会 关注2主线4股,0.9578514548852308,1
160,11月05,2020年11月6日涨停板早知道：七大利好有望发酵,0.5981352714052229,1
161,11月05,华为智能生态产品销量大增5倍：IOT应用加速落地 机构推荐5股,0.6602881099757285,1
162,11月05,多个国家推行远程办公 相关公司受关注（附股）,0.9215132350830457,1
163,11月05,行业景气度持续提升 白酒概念迎新一波行情？(附股),0.8374222074528015,1
164,11月05,互联网医疗站上风口：多种催化剂助攻 巨头看好争相布局(附股),0.979294728170296,1
165,11月05,冠脉支架集采开标：AH相关股大跌 未来或催生两大投资方向(股),0.5474090049247176,1
166,11月05,超快速新冠试剂盒获批：20分钟立等可取 年内仍有大量刚需(股),0.33450453915028033,0
167,11月05,工业大麻板块触底大涨 未来五年或迎万亿市场规模(附股),0.9765261843398855,1
168,11月05,钢铁板块快速拉升：钢价表现坚挺 关注估值修复(附股),0.5991538200584005,1
169,11月05,MIDC2020小米开发者大会正式开启 相关概念股能否狂欢？(名单),0.9356594114664475,1
170,11月05,国信证券：证券行业的政策环境和生态体系继续改善 推荐两股,0.9816967385680402,1
171,11月05,造车新势力“三剑客”集体大涨：小鹏涨幅超20%底气何在？(附股),0.5852422579070542,1
172,11月05,市值突破万亿元：五粮液涨超2% 股价再创新高(附白酒股),0.5661621649533698,1
173,11月05,中银证券：半导体设备行业将持续处于高景气阶段 重点推荐8股,0.9970293814897514,1
174,11月05,蔚来股价再创新高：知名投行上调目标价40% 关注产业链个股,0.998911196673135,1
175,11月05,有机硅下游需求强劲 一个月上涨26%仍有小幅上行空间(附股),0.7547609463004419,1
176,11月05,靴子落地最先受益或是它：半导体公司批量超预期(附产业链图谱),0.9492890623859755,1
177,11月05,价格指数再创新高：有机硅量价齐升势头不改 关注产业链龙头,0.6699742337553594,1
178,11月05,“互联网+”医疗服务将纳入医保 两大细分赛道或最先受益(股),0.8968467916548458,1
179,11月05,跨境电商获“点名” 这个前期大热板块要卷土重来？(股),0.9678750670885352,1
180,11月05,双十一首轮战绩出炉：农产品销售大增76% 关注板块投资机会(名单),0.9526030078837139,1
181,11月04,2020年11月5日涨停板早知道：七大利好有望发酵,0.6640963203098345,1
182,11月04,“双11”打开物流机会窗口 快递公司业绩分化下如何布局？(股),0.17431308717664362,0
183,11月04,汽车股持续爆发：长城汽车创历史新高 三条主线关注相关机会(股),0.9749189213085846,1
184,11月04,军工股午后走高：三季报业绩稳健增长 三条主线配置,0.9932674910488503,1
185,11月04,动力煤价格持续上涨 机构重点推荐2条投资主线(附股),0.48489308412373566,0
186,11月04,生育养老增量信息引关注：人口长期发展或存“二次红利”(股),0.8980809450164939,1
187,11月04,景气度与机构持仓错配：政策红利不断释放 5G通信再受关注(股),0.9661093551570149,1
188,11月04,中信证券：重卡行业高景气有望持续 推荐9股,0.8112943052286075,1
189,11月04,中银证券：疫情加速白酒集中度提升 关注白酒、速冻和乳品(股),0.4689871212448631,0
190,11月04,11月初丁腈橡胶供价再次上调 下游制品刚性需求强劲(附股),0.7288881917719372,1
191,11月04,新能源板块再度活跃：长城汽车再创新高 关注两大投资主线,0.9437156047652449,1
192,11月04,石墨烯年度盛会即将开幕 相关概念股站上风口(名单),0.13352384904802583,0
193,11月04,光伏玻璃产能告急：6大巨头联合发声 后市布局3条主线,0.2951629552069427,0
194,11月04,银行业三季报印证改善预期：上市银行业绩拐点已来？,0.5194540926537453,1
195,11月04,六家光伏企业联合发声 行业发展文件正在制定（附股）,0.9428842736668203,1
196,11月04,光伏玻璃产能告急：组件利润萎缩 后市布局三条主线,0.04429707880552003,0
197,11月04,三星首款MiniLED电视蓄势待发：产业链加速放量 这些厂商已卡位,0.043500090485311116,0
198,11月04,第六轮提涨开启：焦炭价格一路走高 相关概念股名单奉上,0.2528117709300396,0
199,11月03,2020年11月4日涨停板早知道：七大利好有望发酵,0.6189527950139435,1
200,11月03,汽车也蹭上“双11百亿补贴”：新能源车卖火了 投资主线有两条,0.03171606402248561,0
201,11月03,10月重卡销量同比大增41% 重卡全年销量或创历史新高(附股),0.07591430727719373,0
202,11月03,树脂龙头突发爆炸：供应收窄致价格飞涨 关注行业潜藏机会(附股),0.5858742336676581,1
203,11月03,四季度稀土价格或将稳中有进 这些概念股值得关注,0.7756516629247191,1
204,11月03,尿素局部现货紧张 价格持续攀高（附股）,0.6638983134768655,1
205,11月03,新能源车产业发展规划出炉：锂资源保障成核心关切(附股),0.9835263666271,1
206,11月03,北向资金开始落袋为安？新能源汽车产业规划发布：还要不要上车？,0.7588834965455112,1
207,11月03,政策加持：造车新势力一夜起飞 供应链全梳理,0.12948063388532105,0
208,11月03,太平洋证券：基本面持续催化 水泥有望迎修复行情(附股),0.8506758203414658,1
209,11月02,2020年11月3日涨停板早知道：七大利好有望发酵,0.5983100095517405,1
210,11月02,“双11”开局火爆：尾款人光速收货 快递板块将迎旺季(附股),0.00013475963177478345,0
211,11月02,“双11”提前打响：家电板块乘风而起 机构看好这一细分领域(股),0.8873007474574642,1
212,11月02,光伏概念股午后持续走高 这些个股机会不要错过,0.8768975920070318,1
213,11月02,小家电出口企业开启“爆单”模式 海外订单转移需求旺盛(附股),0.32706630907008694,0
214,11月02,发生了什么：中金公司首日开板 A股券商板块走低H股却上涨,0.03958689698384166,0
215,11月02,重磅文件即将出炉：新能源汽车迎政策催化 机构点出最受益环节,0.2602210409048654,0
216,11月02,家电板块大涨：“双十一”销售旺季启动 3条主线配置,0.9025425961672835,1
217,11月02,充电桩概念大涨：新能源车发展规划公布在即 行业迎这些利好(股),0.14410664688934682,0
218,11月02,11月震荡迎破局？近200只券商金股大梳理：这些股热度最高,0.009955081969705404,0
219,11月02,北方部分企业采购玻璃提速 玻璃终端需求旺季或持续(股),0.0013598291669334461,0
220,11月02,松下为特斯拉研发新电池 供应链“富含”国产供应商(名单),0.01303163762126247,0
221,11月02,白酒股再度强势领涨：酒企差距拉大 名酒龙头业绩稳健,0.02358780505126845,0
222,11月02,十月液化天然气市场大涨逾40% 关注相关受益股(附股),0.6854508399546488,1
223,11月02,11月金股一览：券商看好跨年行情 两大主线布局(名单),0.15334483962200474,0
224,11月02,10月金股收益放榜：东吴中银安信领跑行业 11月金股新鲜出炉,0.45066720879336564,0
225,11月02,“双十一”智能家居产品爆卖 物联网芯片迎渗透机会(附股),0.24082271169213854,0
226,11月01,2020年11月2日涨停板早知道：七大利好有望发酵,0.5348357654962643,1
227,10月30,华为发布亚米级车道导航：高精度定位商用落地再进一步(名单),0.855424878993097,1
228,10月30,半导体板块三季报多数向好：利好政策望持续 关注超预期增长机会,0.9984787391834146,1
229,10月29,2020年10月30日涨停板早知道：七大利好有望发酵,0.6944633982356562,1
230,10月29,十四部委印发促消费方案：服务消费布局时机已至 关注三细分板块,0.8250555117445753,1
231,10月28,2020年10月29日涨停板早知道：七大利好有望发酵,0.632527187492501,1
232,10月27,2020年10月28日涨停板早知道：七大利好有望发酵,0.6876895630495098,1
233,10月26,2020年10月27日涨停板早知道：七大利好有望发酵,0.6675721315997285,1
234,10月26,7000辆国产特斯拉Model3将出口欧洲 哪些产业链公司将受益？,0.7825898181234703,1
235,10月25,2020年10月26日涨停板早知道：七大利好有望发酵,0.656657567822721,1
236,10月23,9月份皮卡市场销售同比增长39% 有望继续保持增长态势(附股),0.8618745947370903,1
237,10月23,纺服需求回升带动上游景气度提升 粘胶短纤10月以来涨逾10%(股),0.011062261776262239,0
238,10月23,服务外包逆势快速增长 已成长为万亿元级产业（附股）,0.9818432318898644,1
239,10月23,以史为鉴：一文看懂十四五规划与A股投资节奏 潜在机会有哪些？,0.9974025223383531,1
240,10月23,银行股内外开花：中金“力挺”交行股价翻倍 还有这些潜力名单,0.42387592125353746,0
241,10月23,液化天然气价格普遍上涨 需求量或进一步扩大（附股）,0.0998957233562282,0
242,10月23,石墨烯电池成小米10至尊版最大亮点 产业链迎高光时刻,0.8560981691093708,1
243,10月23,双11拼多多也放大招：日订单量破亿 产业链个股站上风口,0.011770135915735058,0
244,10月22,2020年10月23日涨停板早知道：七大利好有望发酵,0.7050739272307509,1
245,10月22,我国新能源汽车产业发展成效显著 这些产业链公司值得关注,0.9969326997536611,1
246,10月22,广电总局批复同意设立广州超高清视频创新产业示范区(附股),0.6355025599779514,1
247,10月22,第三代半导体板块再走强 机构建议关注产业链公司(附股),0.7670135643208409,1
248,10月22,工信部召开冰雪装备器材产业发展推进会 关注受益股(附股),0.9872049291820526,1
249,10月21,2020年10月22日涨停板早知道：七大利好有望发酵,0.7651961863988281,1
250,10月21,工信部调研新能源汽车换电模式应用 换电模式或再迎风口(附股),0.00021960892955663613,0
251,10月21,史上最强双11正式打响：3亿人凌晨蹲守直播 概念股名单奉上,0.15221064790274486,0
252,10月21,联合国儿基会拟大量储备新冠疫苗注射器 相关公司受关注,0.9850760866922741,1
253,10月21,政策密集落地：装配式建筑又迎利好 这一细分赛道增速高达38%,0.7395789174096894,1
254,10月21,世界智能网联汽车大会即将召开 产业链迎来加速发展（附股）,0.9848778300216882,1
255,10月21,iPhone 12线下经销商备货谨慎 销售预期出现分化(附股),0.004572807278071855,0
256,10月20,2020年10月21日涨停板早知道：七大利好有望发酵,0.5942038730339563,1
257,10月20,我国新冠疫苗年产能年底将达6.1亿剂 机构：千亿市场机会逐步开启,0.9980773385335697,1
258,10月20,多个项目开标：信创产业拐点将至 关注板块四季度业绩兑现,0.9126594125874575,1
259,10月20,四季度工程机械景气度仍应看好 建议重点关注行业低估值龙头,0.19123464792813705,0
260,10月20,三季度数据复苏明显：家电板块需求有望再释放 科技创新成主线,0.9966798607436892,1
261,10月20,籽棉收购价格大幅上涨 棉花相关公司或受关注(附股),0.1740825755952068,0
262,10月20,eSIM领域发展前景广阔：龙头已率先涨停 潜力股还有哪些？,0.9969462229146308,1
263,10月20,重磅会议明日召开：环保股异动 十四五政策制定进入窗口期(股),0.12176696394344055,0
264,10月20,新能源汽车板块再爆发：9月汽车销量快速增长 望迎持续上行周期,0.016312658229791,0
265,10月20,发改委鼓励各地出台老旧汽车置换政策 关注整车上市公司（附股）,0.2830140096891537,0
266,10月20,“双11”电商大战提前打响 C2M概念投资热情有望点燃,0.9949869101306057,1
267,10月20,国产特斯拉全球供给正式开启？详解产业链海外扩张(名单),0.6358080456511582,1
268,10月20,订单排到明年上半年：芯片核心环节产能爆满 概念股全名单来了,0.2140916280428482,0
269,10月20,农产品全面涨价：绩优滞涨农业股来袭 龙头股业绩最高增超23倍,0.9963654248343072,1
270,10月20,中银证券：银行板块后续季度配置意愿有望提升 关注特色优质个股,0.9969583733177093,1
271,10月20,国元证券：9月挖掘机销量同比增长65% 四季度景气度持续(附股),0.00807086223004172,0
272,10月20,双11战火一触即发 深挖5大细分领域投资机会（附股）,0.998923566961286,1
273,10月19,2020年10月20日涨停板早知道：七大利好有望发酵,0.6665649281532886,1
274,10月19,工信部同意电信、移动开展eSIM技术应用服务 关注受益股,0.19596372698777775,0
275,10月19,中国提出2060年前实现碳中和目标 花旗点名这些受益股,0.8956408794805343,1
276,10月19,券商三季度盈利亮眼 机构建议关注优质龙头券商的投资价值(股),0.4435835563207283,0
277,10月19,谁是下一个贵州茅台？机构预测十倍牛股名单出炉,0.08162378596714392,0
278,10月19,别了水银温度计：5年后将禁止生产 这些产业链公司有望迎替代良机,0.4486559829220942,0
279,10月19,卫星互联网建设备受关注 相关概念股或将持续受益,0.9894731951071487,1
280,10月19,晶圆厂订单排到明年：中芯国际率先反弹 哪些个股有望接棒？,0.1627820929110373,0
281,10月19,股民懵了：光伏龙头突发跌停 高位股纷纷跳水(附业绩超预期股),0.8456653159536734,1
282,10月19,价格涨超40%：全球低库存+需求回升+供给偏紧 铜概念股有望受益,0.8841429077993431,1
283,10月19,量子科技站上风口 一文读懂全产业链投资机会,0.9984849434437792,1
284,10月19,粤开策略：第三代半导体是“十四五”重要发展方向(附股),0.9902221102256651,1
285,10月19,中金公司：市场表现良好 汽车行业迈入旺季（附股）,0.6249962758420997,1
286,10月19,国信证券：军工行业进入改革完成后业绩兑现期(附股),0.9696096004424565,1
287,10月18,2020年10月19日涨停板早知道：七大利好有望发酵,0.6313220255168418,1
288,10月15,2020年10月16日涨停板早知道：七大利好有望发酵,0.5689515548806248,1
289,10月14,2020年10月15日涨停板早知道：七大利好有望发酵,0.6690548815204431,1
290,10月13,2020年10月14日涨停板早知道：七大利好有望发酵,0.6872550753311424,1
291,10月12,2020年10月13日涨停板早知道：七大利好有望发酵,0.6977247408842235,1
292,10月11,2020年10月12日涨停板早知道：七大利好有望发酵,0.6218018982585473,1
293,10月08,2020年10月9日涨停板早知道：七大利好有望发酵,0.6139265880410415,1
294,09月29,2020年9月30日涨停板早知道：七大利好有望发酵,0.6649821507843103,1
295,09月29,楼市调控持续收紧但维稳促发展仍为核心 机构看好地产板块Q4表现,0.9984116111704668,1
296,09月29,职业教育迎重大利好：9部门联合发文 4年打造500个职教集团(股),0.13880708710158496,0
297,09月29,猪价降了：养殖后周期时代来了 两大细分板块最受益(附股),0.534524701822686,1
298,09月29,军工引爆大盘行情：龙头20%涨停 券商高呼坚定拥抱高景气浪潮(股),0.9904665320298329,1
299,09月29,中银证券：扩大外资投资范围 券商业务有望全面受益(附股),0.9191440412249887,1
